"","domainname","nbHostname","nbIP","totalScanNb","nbDayHnScanned","loginBannerNb","rejectScanNb","warningBannerNb","sysInfoBannerNb","sshPortNb","noSecurityNoSysinfoNB","SecurityNoSysinfoNB"
"818","ip-137-74-231.eu",3,3,65,1,0.738461538461539,0.261538461538462,0,0,0,0,0.707692307692308
"819","ip-137-74-35.eu",4,4,254,1,0,0,0,0,0,0,0
"820","ip-137-74-99.eu",3,3,7,1,1,0,0,1,0,0,0
"821","ip-145-239-38.eu",1,1,3,1,0,0,0,0,0,1,0
"822","ip-145-239-42.eu",1,2,2,0.5,0.5,0,0,0,0,0.5,0.5
"823","ip-149-202-144.eu",1,2,237,0.877637130801688,0.139240506329114,0,0,0,0,0.860759493670886,0.139240506329114
"824","ip-149-202-25.eu",1,2,189,0.529100529100529,0.502645502645503,0,0,0,0,0.497354497354497,0.502645502645503
"825","ip-151-80-125.eu",8,12,286,0.884615384615385,0,0,0,0,0,0,0
"826","ip-151-80-199.eu",1,1,192,1,0,0,0,0,0,1,0
"827","ip-151-80-201.eu",1,1,32,1,1,0,0,1,0,0,0
"828","ip-151-80-69.eu",1,1,54,1,0,0.611111111111111,0.611111111111111,0.388888888888889,0,0,0.611111111111111
"829","ip-164-132-222.eu",1,1,206,1,0,1,1,0,0,0,1
"830","ip-164-132-31.eu",1,1,129,1,0.806201550387597,0.0387596899224806,0,1,0,0,0
"831","ip-193-70-101.eu",4,4,25,1,0,0,0,1,0,0,0
"832","ip-193-70-109.eu",1,1,1,1,1,0,0,1,0,0,0
"833","ip-213-32-108.eu",2,3,325,0.790769230769231,0.353846153846154,0,0,0,0,0,0
"834","ip-213-32-44.eu",16,32,823,0.599027946537059,1,0,0,0,0,0,1
"835","ip-213-32-50.eu",8,16,415,0.602409638554217,1,0,0,0,0,0,1
"836","ip-213-32-56.eu",1,2,228,0.890350877192982,0.12280701754386,0,0,0,0,0.87719298245614,0.12280701754386
"837","ip-217-182-113.eu",1,1,20,1,0,0,0,1,0,0,0
"838","ip-217-182-157.eu",1,1,10,1,0.2,0.8,0.8,0.2,0,0,0.8
"839","ip-217-182-219.eu",1,1,112,1,0,1,1,0,0,0,1
"840","ip-217-182-234.eu",1,1,9,1,0,0,0,0,0,1,0
"841","ip-217-182-35.eu",4,4,20,1,0,0,0,1,1,0,0
"842","ip-217-182-4.eu",2,3,331,0.598187311178248,0,0,0,0,0,0,0.577039274924471
"843","ip-5-196-133.eu",1,1,28,1,0,0.928571428571429,0.928571428571429,0.0714285714285714,0,0,0.928571428571429
"844","ip-5-196-239.eu",1,1,8,1,1,0,0,1,0,0,0
"845","ip-5-196-45.eu",1,1,104,1,0.903846153846154,0,0,1,0,0,0
"846","ip-51-254-234.eu",1,1,4,1,1,0,0,0,0,0,1
"847","ip-51-254-237.eu",1,1,1,1,1,0,0,1,0,0,0
"848","ip-51-254-86.eu",2,3,473,0.873150105708245,0.564482029598309,0,0,0,0,0,0
"849","ip-51-255-127.eu",2,2,130,1,0,0,0,0,0,0,0
"850","ip-51-255-2.eu",1,1,23,1,0,0.173913043478261,0.173913043478261,0.826086956521739,0,0,0.173913043478261
"851","ip-51-255-208.eu",1,2,57,1,1,0,0,1,0,0,0
"852","ip-51-38-175.eu",1,1,57,1,0,1,1,0,0,0,1
"853","ip-51-68-177.eu",6,6,15,1,1,0,0,1,0,0,0
"854","ip-54-36-33.eu",2,3,301,0.564784053156146,0,0,0,0,0,0,0
"855","ip-54-36-41.eu",1,1,4,1,1,0,0,1,0,0,0
"856","ip-54-36-89.eu",1,1,38,1,0.973684210526316,0,0,1,0,0,0
"857","ip-54-37-125.eu",1,1,96,1,0.0416666666666667,0.958333333333333,0.958333333333333,0,0,0,1
"858","ip-54-37-176.eu",1,1,37,1,1,0,0,1,0,0,0
"859","ip-54-37-47.eu",1,1,2,1,0,1,1,0,0,0,1
"860","ip-79-137-95.eu",1,1,1,1,1,0,0,1,0,0,0
"861","ip-91-134-112.eu",1,1,4,1,0,1,1,0,0,0,1
"862","ip-91-134-166.eu",1,1,3,1,1,0,0,1,0,0,0
"863","ip-91-134-187.eu",2,2,174,1,0.994252873563218,0,0,1,0,0,0
"864","ip-91-134-204.eu",2,2,79,1,0,0,0,1,1,0,0
"865","ip-91-134-50.eu",1,1,26,1,1,0,0,1,0,0,0
"866","ip-eend.nl",17,34,1559,0.804361770365619,1,0,0,1,0,0,0
"867","ip4-net.nl",1,1,200,1,0.995,0,1,0,0,0,1
"868","ipacct.net",3,3,32,1,1,0,0,0,0,0,0
"869","ipone.nl",3,3,131,1,0,0,0,0,0,0,0
"870","iptechnologies.net",1,1,198,1,1,0,0,0,0,0,1
"871","iptp.net",2,2,395,1,0,0,0,0,0,0.524050632911392,0
"872","ipublications.net",1,1,4,1,1,0,0,0.75,0,0,0.25
"873","ipvisie.com",19,19,2854,1,0,0,0,0,0,0,0
"874","is.nl",14,14,1012,1,0,0,0,0,0,0,0
"875","isatis.nl",1,1,182,1,1,0,0,0,0,0,1
"876","isdsl.nl",22,22,1131,1,0.808134394341291,0,0,0,0,0,0
"877","iskra.com",1,1,16,1,0,0.9375,0,0.0625,0,0,0.9375
"878","isolco.nl",1,1,210,1,1,0,0,0,0,0,1
"879","ispfabriek.nl",1,1,85,1,0,0,1,0,0,0,1
"880","it-linq.nl",1,1,12,1,1,0,0,1,0,0,0
"881","it-mailer.com",1,1,122,1,1,0,0,0,0,0,1
"882","it-serve.nl",1,1,192,1,0,0,0,1,1,0,0
"883","itasltd.com",1,1,27,1,0,0,0,0,0,1,0
"884","itldc-customer.net",1,1,151,1,0,0,0,1,1,0,0
"885","itouwtje.nl",1,1,182,1,1,0,0,1,0,0,0
"886","itrace.me",1,1,204,1,0,0,0,1,1,0,0
"887","ixlhosting.nl",1,1,175,1,0,0,0,1,1,0,0
"888","jacobsverzekerd.nl",1,1,189,1,0.925925925925926,0.0740740740740741,0,0,0,0,1
"889","jbpd.nl",1,1,200,1,0.79,0.21,0,0,0,0,1
"890","jbsoft.nl",1,2,409,0.52078239608802,0,0,0,1,1,0,0
"891","jcvandenbostransport.nl",1,1,79,1,0.79746835443038,0.20253164556962,0,0,0,0,1
"892","jdplc.com",1,2,419,0.522673031026253,0.883054892601432,0.116945107398568,0,0,0,0,1
"893","jecorvakbouwmarkt.nl",1,1,176,1,0.909090909090909,0.0909090909090909,0,0,0,0,1
"894","jemoeder.com",1,1,1,1,0,0,0,0,0,1,0
"895","jh-security.nl",1,1,195,1,0.912820512820513,0.0871794871794872,0,0,0,0,1
"896","jhte.nl",1,1,108,1,0,0,0,1,1,0,0
"897","jobeco.nl",1,1,1,1,0,0,0,0,0,1,0
"898","jodeefrazier.com",2,2,174,1,0,0,0,1,1,0,0
"899","joed-ict.nl",1,1,70,1,1,0,0,1,0,0,0
"900","johnnopastor.nl",1,1,63,1,1,0,0,1,0,0,0
"901","johntoy.local",1,1,78,1,1,0,1,0,0,0,1
"902","joker123.info",1,1,158,1,0,1,1,0,0,0,1
"903","joostrijneveld.nl",1,1,134,1,0,0,0,1,1,0,0
"904","jpgonlineservices.nl",2,2,376,1,0,0,0,1,1,0,0
"905","jsr-it.nl",3,5,738,0.55420054200542,1,0,0,1,0,0,0
"906","juta-holland.nl",1,1,19,1,1,0,0,1,0,0,0
"907","jvandelinde.nl",1,1,203,1,0.857142857142857,0.142857142857143,0,0,0,0,1
"908","kabeltex.nl",18,18,2397,1,0,0,0,0,0,0,0
"909","kakohost.com",1,1,68,1,0,1,1,0,0,0,1
"910","kalanda.net",8,8,150,1,1,0,0,0,0,0,1
"911","kalvermesterijhooijer.nl",1,1,1,1,1,0,0,1,0,0,0
"912","kampstransport.nl",1,1,3,1,1,0,0,1,0,0,0
"913","kanterslogistiek.nl",1,1,192,1,1,0,0,1,0,0,0
"914","kantoormrvanzijl.nl",1,1,197,1,0.802030456852792,0.197969543147208,0,0,0,0,1
"915","kantoorvandemortel.nl",1,1,199,1,1,0,0,1,0,0,0
"916","kareltrans.nl",1,1,100,1,1,0,0,1,0,0,0
"917","katoennatie.com",1,1,188,1,1,0,0,0,0,0,1
"918","kbsdespringplank.nl",1,1,199,1,0.879396984924623,0.120603015075377,0,0,0,0,1
"919","keensystems.eu",2,2,410,1,1,0,0,0,0,0,1
"920","kempnetwork.com",1,1,205,1,0,1,0,1,0,0,0
"921","kentis.nl",1,1,133,1,1,0,0,1,0,0,0
"922","kerasom.nl",1,1,207,1,1,0,0,1,0,0,0
"923","keske.party",1,1,78,1,0.974358974358974,0,0,0,0,0.0256410256410256,0.974358974358974
"924","keuzenkamp.eu",1,1,208,1,0.899038461538462,0.100961538461538,0,0,0,0,1
"925","key.invalid",3,3,3,1,1,0,0,1,0,0,0
"926","keysystems.nl",1,1,192,1,1,0,0,1,0,0,0
"927","kids-f.nl",1,2,113,1,0.814159292035398,0.185840707964602,0,0,0,0,1
"928","kik.nl",1,1,208,1,1,0,0,0,0,0,1
"929","kimia.es",1,1,205,1,0,0,0,0,0,1,0
"930","kinderhulp.nl",2,3,112,1,0.901785714285714,0.0982142857142857,0,0,0,0,1
"931","kjtromp.nl",1,1,22,1,1,0,0,0,0,0,1
"932","kleinestappen.nl",2,5,948,0.438818565400844,0,0,0,0.99789029535865,0.99789029535865,0,0
"933","kleingunnewiek.com",1,1,197,1,1,0,0,0,0,0,1
"934","kleipool.org",1,1,199,1,0.979899497487437,0,0,0,0,0.0201005025125628,0.979899497487437
"935","kleurenprinter.nl",1,1,197,1,1,0,0,0,0,0,1
"936","kleventa.nl",1,1,203,1,1,0,0,1,0,0,0
"937","klik3.nl",1,1,206,1,0,0,0,1,1,0,0
"938","kloostermanbv.com",1,1,195,1,1,0,0,1,0,0,0
"939","knol.com",1,1,201,1,1,0,0,0,0,0,1
"940","knothbackup1.nl",1,1,5,1,0,0,0,1,1,0,0
"941","knothded33.nl",1,1,4,1,0,0,0,1,1,0,0
"942","knothded42.nl",1,1,189,1,0,0,0,0.984126984126984,0.984126984126984,0.0158730158730159,0
"943","knothse1.nl",1,1,187,1,0,0,0,1,1,0,0
"944","knothserv11.nl",2,2,110,1,0,0,0,1,1,0,0
"945","knothserv41.nl",1,2,385,0.553246753246753,0,0,0,1,1,0,0
"946","knwu.nl",1,1,106,1,0,0,0,1,1,0,0
"947","knxonline.be",1,1,116,1,1,0,0,1,0,0,0
"948","kobyla.org",1,1,144,1,0,0,0,0,0,1,0
"949","koddos.com",1,1,181,1,0,1,1,0,0,0,1
"950","koekjes.net",1,1,1,1,1,0,0,1,0,0,0
"951","kolen.nl",1,1,197,1,0.857868020304569,0.142131979695431,0,0,0,0,1
"952","kolido.net",2,2,7,1,0,0,0,0,0,1,0
"953","konstenvanpolen.nl",1,1,189,1,0,0,0,0,0,1,0
"954","koppesmakelaardij.nl",1,1,46,1,1,0,0,0,0,0,1
"955","kpn-gprs.nl",12095,12100,67377,0.998070558202354,0,0,0,0,0,0,0
"956","kpn.net",1,4239,413474,0.000553843772522577,0.84569283679264,0.093464159777882,0.051877506203534,0.092849852711416,0.00656389519050775,0.0354242346556253,0.871725912632959
"957","krabbendam.nl",1,1,205,1,0.897560975609756,0.102439024390244,0,0,0,0,1
"958","kramerbant.nl",1,1,9,1,0.777777777777778,1,0,0,0,0,1
"959","kristelsfashion.nl",1,1,192,1,1,0,0,1,0,0,0
"960","krolpompen.nl",1,1,199,1,1,0,0,0,0,0,1
"961","kuiterstimmerfabriek.nl",1,1,209,1,0,0,0,0,0,1,0
"962","kuyf.nl",1,1,200,1,1,0,0,0,0,0,1
"963","kvh.nl",1,1,1,1,1,0,1,0,0,0,1
"964","kvm.ip",1,1,50,1,1,0,0,0,0,0,1
"965","kvsa.nl",1,1,31,1,1,0,0,0,0,0,1
"966","kwekerij-amaranthos.nl",1,1,204,1,0.926470588235294,0.0735294117647059,0,0,0,0,1
"967","kwekerijdewieringermeer.nl",1,1,173,1,0,0,0,1,0,0,0
"968","kwintusnova.local",1,1,34,1,0.764705882352941,1,0,0,0,0,1
"969","lameco.nl",1,1,192,1,0,0,0,0.994791666666667,0.994791666666667,0.00520833333333333,0
"970","lametbijkerk.nl",1,1,170,1,1,0,1,0,0,0,1
"971","layer23.nl",1,3,582,0.372852233676976,0.917525773195876,0.0824742268041237,0,0,0,0,1
"972","layershift.ru",1,1,134,1,0,0,0,1,1,0,0
"973","lcl.nl",1,1,140,1,0.0142857142857143,0.985714285714286,0.0142857142857143,0.985714285714286,0,0,0.0142857142857143
"974","leasevps.com",1,1,205,1,0,0,0,1,0,0,0
"975","leaseweb.com",16,116,13764,0.190133682069166,0,0,0,0,0,0,0
"976","leaseweb.net",3,4,597,0.670016750418761,0,0,0,0,0,0,0
"977","leaseweb.nl",1,1,201,1,0.995024875621891,0,0,0,0,0.00497512437810945,0.995024875621891
"978","lefko.nl",1,1,197,1,0,0,0,1,1,0,0
"979","legaalcasino.co",1,1,207,1,0,0,0,1,1,0,0
"980","legro.nl",1,1,202,1,1,0,0,1,0,0,0
"981","legrotransport.nl",1,1,202,1,1,0,0,1,0,0,0
"982","lemonweb.nl",1,2,38,0.947368421052632,1,0,0,1,0,0,0
"983","level23.nl",1,1,2,1,0,0,0,1,1,0,0
"984","level3.net",4,4,232,1,0.142241379310345,0,0,0,0,0,0.142241379310345
"985","lexadv.nl",1,1,86,1,0.930232558139535,0.0697674418604651,0,0,0,0,1
"986","lexavps.com",1,4,52,0.807692307692308,1,0,0,0,0,0,1
"987","lfs.net",1,1,28,1,0,0,0,0,0,1,0
"988","liad.nl",1,1,4,1,1,0,0,1,0,0,0
"989","lieven.nl",1,1,210,1,0.952380952380952,0.0476190476190476,0,0,0,0,1
"990","lightower.net",1,1,198,1,1,0,0,0,0,0,1
"991","limenetwork.eu",1,1,28,1,1,0,0,1,0,0,0
"992","linulex.net",3,3,476,1,0.991596638655462,0,0,0,0,0,0.991596638655462
"993","liteserver.nl",1,1,10,1,1,0,0,1,0,0,0
"994","lnafreight.nl",1,1,161,1,0.900621118012422,0.0993788819875776,0,0,0,0,1
"995","localhost.com",1,1,2,1,0,0,0,1,1,0,0
"996","loko-verpakkingen.nl",1,1,203,1,0,0,0,0,0,1,0
"997","lomi.ga",1,1,6,1,0,0,0,0,0,1,0
"998","lotynamotolotni.pl",1,1,115,1,1,0,0,1,0,0,0
"999","lucicom.nl",1,1,3,1,1,0,0,0,0,0,1
"1000","luxusdev.com",1,1,55,1,1,0,0,1,0,0,0
"1001","lycee.nl",1,1,205,1,0.741463414634146,0.258536585365854,0,0,0,0,1
"1002","m000.eu",2,2,375,1,0,0,0,1,1,0,0
"1003","m247.com",4,4,192,1,0,0,0,0,0,0,0
"1004","m2telecom.nl",1,1,87,1,0,0,1,0,0,0,1
"1005","m440.nl",1,1,168,1,1,0,0,0,0,0,1
"1006","maatschapmaris.nl",1,1,204,1,1,0,0,1,0,0,0
"1007","machandel.net",1,1,209,1,0.990430622009569,0.00956937799043062,0,0,0,0,1
"1008","maffio.nl",1,1,25,1,1,0,0,0,0,0,1
"1009","maikelborn.nl",1,1,46,1,1,0,0,0,0,0,1
"1010","mainhost.tech",2,2,47,1,1,0,0,1,0,0,0
"1011","mainweb.nl",6,6,934,1,0.917558886509636,0,0,0,0,0,1
"1012","makkelijkemoestuin.nl",2,2,415,1,0,0,0,1,1,0,0
"1013","maku.nl",1,1,169,1,0.751479289940828,0.248520710059172,0,0,0,0,1
"1014","malwaremustdie.org",1,1,15,1,1,0,0,0,0,0,1
"1015","mangelot.nl",1,1,203,1,0,1,0,1,0,0,0
"1016","mannercontrastpier.com",1,1,3,1,1,0,0,0,0,0,1
"1017","maplehosting.com",1,10,189,0.216931216931217,0.306878306878307,0.693121693121693,0,0,0,0,1
"1018","markantapeldoorn.nl",1,1,197,1,1,0,1,1,1,0,0
"1019","marle.nl",1,1,186,1,0.935483870967742,0.0645161290322581,0,0,0,0,1
"1020","maroc-business.com",1,1,175,1,0,0,0,1,0,0,0
"1021","martenstransport.nl",1,1,211,1,1,0,0,0,0,0,1
"1022","masc.nl",1,1,2,1,0.5,0,0,0,0,0.5,0.5
"1023","masclub.ru",1,1,1,1,1,0,0,1,0,0,0
"1024","matdesign.nl",1,2,170,0.888235294117647,0.941176470588235,0.0588235294117647,0,0,0,0,1
"1025","mate-international.com",1,1,58,1,1,0,0,0,0,0,1
"1026","mathijsvdberkmortel",1,1,219,1,0,0,0,1,1,0,0
"1027","maxdesigns.be",1,1,60,1,0,0,0,1,1,0,0
"1028","maxdrift.org",1,1,7,1,0,0,0,1,1,0,0
"1029","maxsportsandwellness.nl",1,1,62,1,0.838709677419355,0.161290322580645,0,0,0,0,1
"1030","maxxton.com",1,1,208,1,1,0,0,0,0,0,1
"1031","mbmhosting.net",2,2,341,1,0,0,0,0,0,0,0
"1032","md-consultancy.com",2,2,324,1,0.935185185185185,0,0,0,0,0,0
"1033","mdhrondhout.com",1,1,15,1,0.933333333333333,0.0666666666666667,0,0,0,0,1
"1034","mebabeveiligingen.nl",1,1,209,1,0.899521531100478,0.100478468899522,0,0,0,0,1
"1035","mediacaster.nl",6,6,442,1,0.934389140271493,0,0,0,0,0,0
"1036","medieja.nl",1,1,126,1,0,0,0,1,1,0,0
"1037","mediterra.nl",1,1,1,1,1,0,0,0,0,0,1
"1038","meersaas.nl",1,1,202,1,1,0,0,0,0,0,1
"1039","mekker.nl",1,1,208,1,0.00480769230769231,0,0,0,0,0.995192307692308,0.00480769230769231
"1040","melbi.space",9,9,191,1,0,0,0,0,0,0,0
"1041","menkenorlando.nl",1,1,192,1,1,0,0,0,0,0,1
"1042","merzario.nl",1,1,204,1,1,0,1,0,0,0,1
"1043","meswifi.com",1,1,1,1,1,0,0,1,0,0,0
"1044","metaalhandel-ketting.com",1,2,170,1,0.935294117647059,0.0647058823529412,0,0,0,0,1
"1045","metastyle.nl",1,1,137,1,0.897810218978102,0.102189781021898,0,0,0,0,1
"1046","metrompls.com",10,10,67,1,1,0,0,0,0,0,0
"1047","mfc-pwd.tk",1,4,44,0.25,1,0,0,1,0,0,0
"1048","mgnhost.com",1,2,12,0.916666666666667,1,0,0,0,0,0,1
"1049","miamo.nl",4,4,618,1,0,0,0,1,1,0,0
"1050","michelbrinkelektro.nl",1,1,39,1,0.897435897435897,0.102564102564103,0,0,0,0,1
"1051","microsoft.com",1,1,1,1,0,0,0,1,1,0,0
"1052","microsoftdispositivos.es",1,1,1,1,0,0,0,1,1,0,0
"1053","microstudi.net",2,2,151,1,0,0,0,1,1,0,0
"1054","midaswinkels.nl",2,2,366,1,1,0,0,0,0,0,0
"1055","midphase.com",1,1,7,1,0,0,0,1,1,0,0
"1056","mijnenergieverdubbelaar.nl",2,2,333,1,0,0,0,0.996996996996997,0.996996996996997,0,0
"1057","mijnplek.com",1,1,172,1,0.854651162790698,0.145348837209302,0,0,0,0,1
"1058","mijnplinq.nl",1,1,100,1,1,0,1,0,0,0,1
"1059","milaealberto.com",3,3,45,1,0.977777777777778,0,0,1,0,0,0
"1060","mine.nu",1,1,102,1,0,1,1,0,0,0,1
"1061","minkema.nl",1,1,202,1,0,1,0,0,0,0,1
"1062","mitserv.com",2,2,416,1,0,0,0,0,0,1,0
"1063","mkb-profit.net",1,2,5,1,0,0,0.8,1,0,0,0
"1064","mkonijnbv.nl",1,1,202,1,0.693069306930693,0.985148514851485,0,0,0,0,1
"1065","mmvi.nl",1,1,71,1,0,0,0,0,0,1,0
"1066","modabagno.gr",1,1,1,1,1,0,0,0,0,0,1
"1067","moeskopsgrafisch.nl",1,1,195,1,0.892307692307692,0.107692307692308,0,0,0,0,1
"1068","mommyholding.nl",1,1,152,1,1,0,0,0,0,0,1
"1069","mordamus.nl",1,1,87,1,0,0,0,0,0,1,0
"1070","morene.host",1,1,5,1,0,0.6,0,0.4,0,0,0.6
"1071","mozo.nl",1,1,206,1,1,0,0,0,0,0,1
"1072","mpbbrabant.nl",1,1,196,1,0.831632653061224,0.168367346938776,0,0,0,0,1
"1073","msgnl.com",2,2,399,1,0,0,0,0,0,1,0
"1074","msk.ru",1,1,202,1,0,0,0,1,1,0,0
"1075","msn.com",1,1,19,1,0,0,0,1,1,0,0
"1076","msn.net",1,1,1,1,0,0,0,1,1,0,0
"1077","multi-storage.nl",1,1,7,1,0.285714285714286,0,0,0,0,0.714285714285714,0.285714285714286
"1078","multiplanningsportaal.nl",1,1,89,1,0,0,0,0,0,1,0
"1079","mxposure.nl",20,20,2161,1,0,0,0,0,0,0,0
"1080","mylady8.com",1,1,33,1,1,0,0,0,0,0,1
"1081","n0pe.me",1,1,197,1,0,0,0,1,1,0,0
"1082","nac.nl",1,2,383,0.548302872062663,1,0,0,0,0,0,1
"1083","namaaegypt.com",1,1,205,1,1,0,0,0,0,0,1
"1084","natrohost.com",2,2,349,1,0,1,1,0,0,0,1
"1085","nbt.nl",2,2,267,1,0.906367041198502,0.0936329588014981,0,0,0,0,1
"1086","ncg.nl",1,1,208,1,1,0,0,0,0,0,1
"1087","ndi.nl",2,9,563,0.367673179396092,1,0,0,0,0,0,1
"1088","nebis.nl",1,1,173,1,0.92485549132948,0.0751445086705202,0,0,0,0,1
"1089","nederlands.nl",3,3,57,1,1,0,0,1,0,0,0
"1090","nedzone.nl",2,2,362,1,0.903314917127072,0,0,0,0,0,1
"1091","nerdnet.nl",2,2,412,1,0,0,0,1,1,0,0
"1092","nesscis.net",1,1,198,1,0.656565656565657,0,0,1,0,0,0
"1093","net.ar",1,1,177,1,1,0,0,0,0,0,1
"1094","net.nl",1,1,145,1,0,0,0,0,0,1,0
"1095","net.ua",1,1,54,1,0,0,0,1,1,0,0
"1096","netaffairsdsl.nl",8,8,1256,1,0.984872611464968,0,0,0,0,0,0
"1097","netaware.net",1,1,2,1,1,0,0,1,0,0,0
"1098","netcon.nl",1,15,2602,0.0864719446579554,0.159877017678709,0,0,0,0,0.840122982321291,0.159877017678709
"1099","netformatie.nl",1,1,7,1,0,0,0,0,0,1,0
"1100","netlan.nl",2,4,389,0.737789203084833,0.383033419023136,0,0,0,0,0.478149100257069,0
"1101","netnautics.net",1,1,1,1,0,0,0,0,0,1,0
"1102","netrebel.nl",2,2,18,1,1,0,0,0,0,0,0
"1103","netrouting.net",5,9,509,0.783889980353635,0,0,0,0,0,0,0
"1104","netvictory.net",9,9,1666,1,0,0,0,0,0,0,0
"1105","netvisit.nl",82,82,9859,1,0,0,0,0,0,0,0
"1106","network-mirror.net",1,1,85,1,0,0,0,0,0,1,0
"1107","networkconcepts.nl",1,8,1239,0.184019370460048,0.920096852300242,0.0799031476997579,0,0.124293785310734,0,0,0.875706214689266
"1108","networkvision.nl",1,1,75,1,1,0,1,0,0,0,1
"1109","newdayfashion.nl",1,1,204,1,0.57843137254902,0.42156862745098,0,0,0,0,1
"1110","newsoo.fr",1,2,395,0.544303797468354,0,0,0,1,0,0,0
"1111","newtalentgroup.nl",1,1,27,1,1,0,0,0,0,0,1
"1112","nextgear.net",1,1,135,1,0,0,0,0,0,1,0
"1113","nextgenerationnetworks.nl",95,95,11438,1,0,0,0,0,0,0,0
"1114","nextgennews.net",2,2,24,1,0,0,0,1,0,0,0
"1115","nextpertise.nl",4,4,518,1,0,0,0,0,0,0,0
"1116","nforce.com",2,2,153,1,0.967320261437909,0,0,0,0,0,0.967320261437909
"1117","ngnetworks.nl",136,136,18612,1,0,0,0,0,0,0,0
"1118","nhmr.nl",1,1,177,1,0,0,0,0,0,1,0
"1119","niet.net",8,8,8,1,0,0,0,0,0,1,0
"1120","nijwie.nl",1,1,200,1,0.88,0.12,0,0,0,0,1
"1121","nl-ix.net",6,6,761,1,0,0,0,0,0,0,0
"1122","nlhosting.nl",4,4,441,1,0.941043083900227,0,0,0,0,0,1
"1123","nlkoddos.com",1,5,736,0.237771739130435,0.813858695652174,0.186141304347826,0.186141304347826,0.813858695652174,0,0,0.186141304347826
"1124","nlserver.net",1,1,82,1,0.658536585365854,0,0,0,0,0.341463414634146,0.658536585365854
"1125","no-reverse-dns-configured.com",1,33,1791,0.126186487995533,0.54606365159129,0.258514796203238,0.257956448911223,0.66499162479062,0,0.0764935790061418,0.258514796203238
"1126","nooteboomtrading.com",1,1,36,1,0.972222222222222,0,1,1,1,0,0
"1127","nordicar.com",1,1,129,1,0.906976744186046,0.0930232558139535,0,0,0,0,1
"1128","nostringsconnect.com",11,11,81,1,0,0,0,0,0,0,0
"1129","not-assigned.nl",1,6,8,1,1,0,0,0,0,0,1
"1130","notariskantoorledeboer.nl",1,1,95,1,0.8,0.2,0,0,0,0,1
"1131","notoservices.nl",2,2,371,1,0,0,0,1,1,0,0
"1132","notvanneste.be",1,1,86,1,1,0,0,0,0,0,1
"1133","nova-ict.nl",5,5,977,1,0,1,0,0,0,0,1
"1134","novahost.gr",1,2,6,1,0,0,0.5,1,0,0,0
"1135","novaxess.nl",1,1,176,1,0,0,1,0,0,0,1
"1136","novionautic.nl",1,1,185,1,1,0,1,0,0,0,1
"1137","novitrading.nl",1,1,149,1,1,0,0,1,0,0,0
"1138","novoserve.com",1,1,173,1,0,0,0,0,0,1,0
"1139","nrp.co",2,2,53,1,1,0,0,0,0,0,1
"1140","nuonbeveiliging.nl",1,1,98,1,0.0102040816326531,0,0,1,0,0,0
"1141","nvbict.nl",1,5,798,0.284461152882206,0.853383458646617,0.146616541353383,0,0,0,0,1
"1142","nze.moe",1,1,88,1,1,0,0,0,0,0,1
"1143","o4s.nl",1,1,149,1,0.825503355704698,0.174496644295302,0,0,0,0,1
"1144","ockham.nl",1,1,18,1,0.444444444444444,0,0.444444444444444,0,0,0.555555555555556,0.444444444444444
"1145","odin-ict.nl",1,1,1,1,1,0,0,0,0,0,1
"1146","odrioo.com",1,1,167,1,0,0,0,0,0,1,0
"1147","oenemabv.nl",1,1,206,1,0.985436893203884,0.0145631067961165,0,0,0,0,1
"1148","offersbarrel.com",1,1,6,1,0,1,1,0,0,0,1
"1149","officespecialisten.nl",1,1,199,1,1,0,0,0,0,0,1
"1150","olba.com",1,1,160,1,0.825,0.175,0,0,0,0,1
"1151","omegafood.nl",1,1,201,1,0.925373134328358,0.0746268656716418,0,0,0,0,1
"1152","omnibusra.nl",1,1,79,1,0.835443037974684,0.164556962025316,0,0,0,0,1
"1153","omnivents.nl",1,1,26,1,1,0,0,0,0,0,1
"1154","on.nl",40,40,2360,1,0,0,0,0,0,0,0
"1155","onexs.nl",1,1,205,1,1,0,0,0,0,0,1
"1156","online.nl",164,166,16382,0.989866927115126,0,0,0,0,0,0,0
"1157","onlinesystemen.nl",2,2,19,1,0,0,0,0,0,1,0
"1158","onsbrabantnet.nl",86,87,3787,0.971217322418801,0,0,0,0,0,0,0
"1159","onthoutons.nl",1,2,202,1,1,0,0,1,0,0,0
"1160","ontmoeting.org",1,1,209,1,1,0,0,0,0,0,1
"1161","onurbektas.com",1,1,207,1,0,0,0,1,1,0,0
"1162","onweerswolk.nl",17,32,4025,0.768695652173913,0.978136645962733,0,0,0,0,0,0
"1163","onzeboomhut.nl",1,1,204,1,0.941176470588235,0.0588235294117647,0,0,0,0,1
"1164","ookarchitecten.nl",1,1,211,1,0.928909952606635,0.0710900473933649,0,0,0,0,1
"1165","open.net",2,2,137,1,0.992700729927007,0,0,0,0,0,0
"1166","openfiber.nl",13,13,1355,1,0,0,0,0,0,0,0
"1167","opens.eu",1,1,157,1,0.993630573248408,0,0,0,0,0.00636942675159236,0.993630573248408
"1168","opglas.nl",1,1,70,1,1,0,0,1,0,0,0
"1169","oponi.nl",2,2,205,1,0,0,0,1,0,0,0
"1170","optimabatteries.nl",1,1,105,1,0.79047619047619,0.20952380952381,0,0,0,0,1
"1171","orangeaccess.nl",1,1,2,1,0,0,1,1,0,0,0
"1172","orangelemon.nl",1,1,145,1,0,0,0,0,0,1,0
