"","domainname","nbHostname","nbIP","totalScanNb","nbDayHnScanned","loginBannerNb","rejectScanNb","warningBannerNb","sysInfoBannerNb","sshPortNb","noSecurityNoSysinfoNB","SecurityNoSysinfoNB"
"1173","org.ua",1,1,53,1,1,0,0,1,0,0,0
"1174","orka.nl",1,1,206,1,0.87378640776699,0.12621359223301,0,0,0,0,1
"1175","osso.nl",4,5,597,1,0,0,0,0,0,0,0
"1176","otjevanpotje.nl",1,1,191,1,1,0,0,0,0,0,1
"1177","oxilion.nl",1,1,214,1,0,0,0,0,0,1,0
"1178","pagentex.com",1,1,167,1,1,0,0,1,0,0,0
"1179","palion.nl",1,1,158,1,0.822784810126582,0.177215189873418,0,0,0,0,1
"1180","par30dl.com",1,1,7,1,0,0,0,0,0,1,0
"1181","parentix.nl",8,8,10,1,1,0,1,0,0,0,1
"1182","park-web.ru",1,1,18,1,0.888888888888889,0,0,0,0,0.111111111111111,0.888888888888889
"1183","parkettree.nl",1,1,84,1,0,0,1,0,0,0,1
"1184","parktrust.nl",1,1,205,1,0.878048780487805,0.121951219512195,0,0,0,0,1
"1185","parthos.com",1,1,189,1,1,0,0,0,0,0,1
"1186","partoftop.com",1,1,25,1,0,1,1,0,0,0,1
"1187","party-planning.co",1,1,96,1,0,0,0,1,0,0,0
"1188","partyservice.nl",1,1,17,1,1,0,0,0,0,0,1
"1189","pasmansgasgarde.nl",1,1,208,1,1,0,1,0,0,0,1
"1190","password.nl",1,1,206,1,1,0,0,0,0,0,1
"1191","pasynike.nl",1,1,208,1,1,0,0,0,0,0,1
"1192","paullortye.nl",1,1,154,1,1,0,0,0,0,0,1
"1193","pccwglobal.net",1,1,31,1,1,0,0,0,0,0,1
"1194","pcg-it.nl",1,2,408,0.524509803921569,0.95343137254902,0.0441176470588235,0,0,0,0.00245098039215686,0.997549019607843
"1195","pcsd.nl",1,1,151,1,0.66887417218543,0.33112582781457,0,0,0,0,1
"1196","pdhost.net",3,3,111,1,0,0,0,0,0,0,0
"1197","pdu.pdu",1,1,9,1,0,0,0,0,0,1,0
"1198","pdu01.local",1,1,205,1,0,0,0,0,0,1,0
"1199","pdu02.local",1,1,206,1,0,0,0,0,0,1,0
"1200","peakaudio.nl",1,1,35,1,0,0,0,0,0,1,0
"1201","pedanov.ru",1,1,9,1,1,0,0,1,0,0,0
"1202","peetersgroup.com",1,1,202,1,0.683168316831683,0.316831683168317,0,0,0,0,1
"1203","pelican-ict.nl",2,2,204,1,0.985294117647059,0,0,0,0,0,0.985294117647059
"1204","penningsgroep.com",1,1,61,1,0.754098360655738,0.245901639344262,0,0,0,0,1
"1205","pepeparts.nl",1,1,36,1,1,0,0,0,0,0,1
"1206","perfectsky.nl",1,1,10,1,0.9,0.1,0,0,0,0,1
"1207","personalrelocation.nl",1,1,114,1,0.903508771929825,0.0964912280701754,0,0,0,0,1
"1208","pertijs.nl",1,1,2,1,1,0,0,1,0,0,0
"1209","perviam.nl",1,1,13,1,1,0,0,0,0,0,1
"1210","peterstestserver.com",1,2,346,0.549132947976879,0,0,0,0.997109826589595,0.476878612716763,0.00289017341040462,0
"1211","petervanlimpt.nl",1,1,183,1,1,0,0,0,0,0,1
"1212","peugeotdavo.nl",1,1,193,1,1,0,0,0,0,0,1
"1213","phi-hospitality.net",1,1,47,1,1,0,0,1,0,0,0
"1214","philipsenet.nl",1,1,154,1,1,0,0,1,0,0,0
"1215","phpwebhosting.com",2,5,1027,0.426484907497566,0,0,0,1,1,0,0
"1216","phunc.com",1,1,120,1,0,0,0,1,0,0,0
"1217","pilotedprofits.com",1,1,9,1,1,0,0,1,0,0,0
"1218","pinguinradio.com",1,1,21,1,1,0,1,0,0,0,1
"1219","planet.nl",475,475,48212,1,0,0,0,0,0,0,0
"1220","planisys.net",2,2,410,1,1,0,0,0,0,0,1
"1221","plantsoenstraat.nl",1,1,137,1,0.824817518248175,0.175182481751825,0,0,0,0,1
"1222","platoniq.net",1,1,208,1,0,0,0,1,1,0,0
"1223","plaza.nl",2,2,409,1,0,0,0,1,1,0,0
"1224","plex.nl",2,2,364,1,1,0,0,0,0,0,1
"1225","plinq.nl",2,2,303,1,1,0,0,0,0,0,1
"1226","pn.nl",4,4,552,1,0,0,0,0,0,0,1
"1227","pnap.net",3,3,388,1,1,0,0,0,0,0,1
"1228","pocosnet.nl",68,68,5524,1,0,0,0,0,0,0,0
"1229","poelmanbv.eu",1,1,26,1,0.884615384615385,0.115384615384615,0,0,0,0,1
"1230","pokermira.com",1,1,103,1,0,0,0,1,1,0,0
"1231","pola.nl",1,1,148,1,0.844594594594595,0.155405405405405,0,0,0,0,1
"1232","polycall.nl",1,1,56,1,1,0,1,0,0,0,1
"1233","poneytelecom.eu",15,16,785,0.996178343949045,0,0,0,0,0,0,0
"1234","pooh-bah.com",1,1,24,1,0,0,0,1,1,0,0
"1235","portexlogistics.com",1,1,9,1,0.888888888888889,0.111111111111111,0,0,0,0,1
"1236","posta-ime.com",1,1,213,1,0,0,0,1,1,0,0
"1237","potatocommerce.com",1,1,202,1,1,0,0,1,0,0,0
"1238","powerhosted.nl",1,1,202,1,0.995049504950495,0,0,1,0,0,0
"1239","powerusenet.com",1,1,204,1,0,0,0,0,0,1,0
"1240","pplusw.nl",1,2,406,0.536945812807882,0.852216748768473,0.147783251231527,0,0,0,0,1
"1241","premeco.nl",1,1,208,1,0.908653846153846,0.0913461538461538,0,0,0,0,1
"1242","presslabs.net",1,1,23,1,0,0,0,1,1,0,0
"1243","previder.nl",1,1,52,1,1,0,0,0,0,0,1
"1244","prezent.nl",1,1,105,1,0,0.904761904761905,0.0857142857142857,0.990476190476191,0,0.00952380952380952,0
"1245","prinsbouwbv.nl",1,1,49,1,0.938775510204082,0.0612244897959184,0,0,0,0,1
"1246","prinsbv.eu",1,1,202,1,0.920792079207921,0.0792079207920792,0,0,0,0,1
"1247","prioritytelecom.net",695,696,74903,0.997356581178324,0,0,0,0,0,0,0
"1248","proactmedia.nl",1,1,99,1,0.878787878787879,0.121212121212121,0,0,0,0,1
"1249","probisnederland.com",1,1,108,1,0.962962962962963,0.037037037037037,0,0,0,0,1
"1250","procolix.com",3,3,553,1,0,0,0,0.998191681735985,0.998191681735985,0,0
"1251","procount.nl",1,1,81,1,0.925925925925926,0.0740740740740741,0,0,0,0,1
"1252","prodinter.com",1,1,204,1,1,0,0,0,0,0,1
"1253","prodist.nl",1,1,202,1,1,0,1,0,0,0,1
"1254","profextru.nl",1,1,205,1,0.995121951219512,0.0048780487804878,0,0,0,0,1
"1255","proffitplan.nl",1,1,151,1,0.880794701986755,0.119205298013245,0,0,0,0,1
"1256","profidirect.com",1,1,175,1,1,0,0,0,0,0,1
"1257","profile.nl",1,1,205,1,1,0,0,0,0,0,1
"1258","profitcure.nl",1,1,92,1,0.771739130434783,0.228260869565217,0,0,0,0,1
"1259","progressix.net",2,2,187,1,1,0,0,0,0,0,1
"1260","progroup.nl",1,7,755,0.291390728476821,0.909933774834437,0.0900662251655629,0,0.00397350993377483,0,0,0.996026490066225
"1261","proguide.nl",1,1,151,1,0,0,0,1,1,0,0
"1262","projecttobusiness.com",5,5,152,1,1,0,0,1,0,0,0
"1263","prolocation.net",6,6,540,1,0,0,0,0,0,0,0
"1264","promax.nl",1,1,189,1,1,0,0,0,0,0,1
"1265","promocstar.info",1,1,2,1,0,0,0,0.5,0.5,0.5,0
"1266","promotionscarrefour.com",5,5,63,1,0.984126984126984,0,0,1,0,0,0
"1267","properict.nl",1,1,1,1,1,0,0,1,0,0,0
"1268","proserve.nl",1,12,2184,0.104395604395604,0.603479853479853,0,0,0.418956043956044,0,0.396062271062271,0.184981684981685
"1269","prospexrelay.com",3,3,45,1,0,0,0,1,1,0,0
"1270","proudfashion.eu",1,1,202,1,0.876237623762376,0.123762376237624,0,0,0,0,1
"1271","proveropharma.nl",1,1,96,1,0.875,0.125,0,0,0,0,1
"1272","provite.nl",1,1,192,1,1,0,1,0,0,0,1
"1273","proxility.net",11,13,1727,0.94151708164447,1,0,0,0,0,0,1
"1274","proxyjammer.com",1,1,1,1,0,0,0,0,0,1,0
"1275","pruim.eu",1,1,48,1,1,0,0,0,0,0,1
"1276","prutsnet.nl",1,2,94,0.861702127659574,1,0,0,1,0,0,0
"1277","psychz.net",1,1,25,1,1,0,0,1,0,0,0
"1278","psygro.nl",1,1,65,1,1,0,0,1,0,0,0
"1279","pubmail.hu",1,1,148,1,1,0,0,1,0,0,0
"1280","pure-isp.eu",6,6,421,1,0,0,0,1,1,0,0
"1281","puredesign.hu",1,1,150,1,1,0,0,1,0,0,0
"1282","purepeak.com",1,1,122,1,1,0,0,0,0,0,1
"1283","pxl.nl",1,1,137,1,1,0,0,0,0,0,1
"1284","qaps.nl",1,1,198,1,0.904040404040404,0.095959595959596,0,0,0,0,1
"1285","qfast.net",3,3,424,1,0,0,0,0,0,0,0
"1286","qonnected.net",22,22,3111,1,0,0,0,0,0,0,1
"1287","qore.nl",12,26,1954,0.863868986693961,0,0,0,0,0,0,0
"1288","qualityservices.nl",1,1,9,1,0.888888888888889,0.111111111111111,0,0,0,0,1
"1289","quidor.net",1,1,207,1,0,0,0,0,0,1,0
"1290","qweb.net",1,1,29,1,0,1,0,0,0,0,1
"1291","qwezz.nl",2,2,323,1,1,0,0,1,0,0,0
"1292","raadbarendrecht.nl",1,1,2,1,1,0,1,1,1,0,0
"1293","rabidfiles.com",1,1,1,1,0,0,1,1,0,0,0
"1294","rachettraffic.com",1,1,12,1,1,0,0,0,0,0,1
"1295","radiant.net",1,1,79,1,1,0,0,1,0,0,0
"1296","radiomaasstad.eu",1,1,57,1,0,0,0,1,0,0,0
"1297","radus.nl",1,1,203,1,0,0,0,1,0,0,0
"1298","rafikmedia.com",1,1,12,1,1,0,0,0,0,0,1
"1299","rainhost.net",1,1,42,1,1,0,0,0,0,0,1
"1300","rampants.com",1,1,116,1,0.982758620689655,0,0,0,0,0.0172413793103448,0.982758620689655
"1301","rapidhost.com",1,1,2,1,0,0,0,0,0,1,0
"1302","rapiserv.net",1,1,45,1,0,0,0,1,0,0,0
"1303","ravengraphy.nl",1,1,211,1,0,0,0,1,1,0,0
"1304","readview.nl",1,1,193,1,0.932642487046632,0.0673575129533679,0,0,0,0,1
"1305","rebedex.nl",1,1,88,1,0.931818181818182,0,0,0,0,0.0681818181818182,0.931818181818182
"1306","rebo.nl",1,1,211,1,1,0.028436018957346,0,0,0,0,1
"1307","redheadnet.nl",1,1,142,1,0.859154929577465,0.140845070422535,0,0,0,0,1
"1308","reenen.nl",1,2,378,0.534391534391534,0.804232804232804,0.193121693121693,0,0,0,0.00264550264550265,0.997354497354497
"1309","refreshserver.nl",1,1,4,1,0,0,0,0,0,1,0
"1310","refuge.net",1,1,201,1,0.995024875621891,0,0,0,0,0.00497512437810945,0.995024875621891
"1311","regiopoortwachters.nl",1,1,213,1,0.985915492957746,0.0140845070422535,0,0,0,0,1
"1312","regulair.nl",1,1,97,1,1,0,0,0,0,0,1
"1313","reisstudiotrips.nl",1,1,202,1,1,0,0,1,0,0,0
"1314","reliabledns.org",3,13,17,0.882352941176471,0,0,1,1,0,0,0
"1315","reliertech.com",1,1,31,1,0,0,0,1,0,0,0
"1316","remotefx.biz",1,1,14,1,0,1,1,0,0,0,1
"1317","repayholding.nl",1,1,114,1,0.780701754385965,0.219298245614035,0,0,0,0,1
"1318","residence-wijnen.nl",1,1,30,1,0.766666666666667,0.233333333333333,0,0,0,0,1
"1319","resource.cloud",3,6,12,0.5,1,0,0,0,0,0,1
"1320","ressis.network",2,5,57,1,1,0,0,1,0,0,0
"1321","retailsynergie.nl",1,1,205,1,0.0487804878048781,0,0.263414634146341,0,0,0.736585365853659,0.263414634146341
"1322","return1.net",1,1,17,1,0,0,0,1,1,0,0
"1323","returning.net",1,1,2,1,1,0,0,0,0,0,1
"1324","rfsystems.nl",1,1,194,1,0.927835051546392,0.0721649484536082,0,0,0,0,1
"1325","rgs.nl",1,1,160,1,0.86875,0.13125,0,0,0,0,1
"1326","rhellas.com",1,1,202,1,0,0,0,1,1,0,0
"1327","rhinonewsgroups.com",1,1,200,1,0,0,0,0,0,1,0
"1328","ribwavv.nl",3,3,568,1,0.90669014084507,0.0933098591549296,0,0,0,0,1
"1329","rightsite.nl",1,1,45,1,0,0,0,0,0,1,0
"1330","rijnmondict.nl",1,1,202,1,0.772277227722772,0,1,0,0,0,1
"1331","risdantech.com",1,1,1,1,1,0,0,1,0,0,0
"1332","rmwserver1.nl",1,2,8,0.625,0,0,0,1,1,0,0
"1333","rock-solid.nl",1,1,65,1,1,0,1,0,0,0,1
"1334","rodinnetworks.com",4,8,435,0.379310344827586,0.917241379310345,0,0,0,0,0,0
"1335","rogal.nl",1,1,149,1,0.993288590604027,0.00671140939597315,0,0,0,0,1
"1336","rolflex.com",1,1,90,1,0.866666666666667,0.133333333333333,0,0,0,0,1
"1337","rolloos.eu",1,1,122,1,0,0,0,0,0,1,0
"1338","rotec-tools.nl",1,1,89,1,0,0,1,0,0,0,1
"1339","rotryx.com",1,1,81,1,1,0,0,1,0,0,0
"1340","routit.net",3011,3013,438413,0.999625923501356,0,0,0,0,0,0,0
"1341","rowebo.nl",1,1,206,1,0.951456310679612,0.0485436893203883,0,0,0,0,1
"1342","rpr.nl",1,1,191,1,0.842931937172775,0.157068062827225,0,0,0,0,1
"1343","rrkoeriers.nl",1,1,68,1,1,0,0,0,0,0,1
"1344","rs-products.nl",1,1,205,1,0.91219512195122,0.0829268292682927,0,0,0,0.0048780487804878,0.995121951219512
"1345","rsabc.nl",1,1,203,1,0.955665024630542,0.0443349753694581,0,0,0,0,1
"1346","rsquare.nl",2,2,4,1,0,0,1,1,0,0,0
"1347","rte.nl",1,1,186,1,0.860215053763441,0.139784946236559,0,0,0,0,1
"1348","rvansloten-test.nl",1,1,1,1,0,0,0,1,1,0,0
"1349","s-d-m.nl",1,1,204,1,0,0,0,1,1,0,0
"1350","sabrowebhosting.nl",2,2,198,1,0.898989898989899,0.101010101010101,0,0,0,0,1
"1351","sandfirden.nl",1,1,190,1,0,0,0,0,0,1,0
"1352","sandshrew.net",2,2,13,1,0,0,0,0,0,0,0
"1353","sanmax.be",1,1,16,1,1,0,0,0,0,0,1
"1354","sb-groep.nl",1,1,189,1,0.00529100529100529,0,0.00529100529100529,0,0,0.994708994708995,0.00529100529100529
"1355","sbnl.nl",1,1,204,1,1,0,0,0,0,0,1
"1356","scaleway.com",14,14,1125,1,0,0,0,0,0,0,0
"1357","scanimex.nl",1,1,1,1,0,0,0,0,0,1,0
"1358","scarto.nl",1,1,146,1,1,0,0,0,0,0,1
"1359","scconline.nl",1,1,181,1,0,1,0,0,0,0,1
"1360","schilderscool.nl",1,1,195,1,0.882051282051282,0.117948717948718,0,0,0,0,1
"1361","schipholconnect.nl",9,9,1010,1,0.671287128712871,0,0,0,0,0,0.685148514851485
"1362","school-pi.nl",1,1,22,1,0.909090909090909,0.0909090909090909,0,0,0,0,1
"1363","schoutenelektrotechniek.nl",1,1,198,1,1,0.0101010101010101,0,0,0,0,1
"1364","schwule-gaysex.info",1,1,8,1,0,1,1,0,0,0,1
"1365","scoobytel.com",1,1,201,1,0,0,0,1,1,0,0
"1366","seabone.net",1,1,2,1,1,0,0,1,0,0,0
"1367","seacomnet.com",2,2,408,1,1,0,0,0.845588235294118,0,0,0.154411764705882
"1368","sec.nl",1,4,195,0.451282051282051,1,0,0,1,0,0,0
"1369","seclab.nl",2,3,88,0.670454545454545,0.670454545454545,0,0,0,0,0,0.670454545454545
"1370","secruest.org",1,1,203,1,1,0,0,0,0,0,1
"1371","sectionzero.org",1,1,203,1,0,0,0,1,1,0,0
"1372","securedservers.com",1,1,54,1,1,0,0,0,0,0,1
"1373","securenetworks.org",1,1,93,1,0,1,1,0,0,0,1
"1374","secureserver.net",3,3,611,1,0,0,0,1,0,0,0
"1375","securest.biz",1,1,207,1,1,0,0,0,0,0,1
"1376","segula.nl",1,1,143,1,1,0,0,0,0,0,1
"1377","seinon.com",1,1,42,1,0,0,0,1,1,0,0
"1378","sekershell.com",1,1,2,1,0,0,0,0,0,1,0
"1379","sekoya.com",1,1,1,1,1,0,0,1,0,0,0
"1380","selectiebedrijfkooi.nl",1,1,77,1,1,0,0,1,0,0,0
"1381","selo.nl",1,1,34,1,0.147058823529412,0.852941176470588,0,0,0,0,1
"1382","sender.al",1,1,203,1,0,0,0,1,1,0,0
"1383","seniorpoliticians.com",3,3,619,1,1,0,0,1,0,0,0
"1384","serbialodging.com",1,1,1,1,1,0,0,1,0,0,0
"1385","serveo.nl",1,2,418,0.526315789473684,1,0,0,0,0,0,1
"1386","server-codecordia.com",1,1,1,1,0,0,1,1,0,0,0
"1387","server.ams1",1,1,1,1,0,0,0,0,0,1,0
"1388","server.eu",2,2,289,1,0,0,0,0,0,1,0
"1389","serverel.net",2,2,208,1,0,0,0,1,0,0,0
"1390","serverhosh.com",1,2,54,1,0,0.703703703703704,0.703703703703704,0,0,0.296296296296296,0.703703703703704
"1391","serverhub.com",1,3,419,0.510739856801909,0.997613365155131,0,0,0.00238663484486874,0.00238663484486874,0,0.997613365155131
"1392","serverhub.ru",3,3,90,1,1,0,0,1,0,0,0
"1393","serverius.com",1,1,40,1,1,0,0,0,0,0,1
"1394","serverssoft.com",1,2,112,0.973214285714286,0.991071428571429,0,0,0,0,0.00892857142857143,0.991071428571429
"1395","servicedesk-glm.nl",1,1,204,1,0.857843137254902,0.142156862745098,0,0,0,0,1
"1396","servidoresseguros.com",1,1,2,1,0,0,1,1,0,0,0
"1397","sh-networks.net",23,23,1942,1,0.984037075180227,0,0,0,0,0,0.984037075180227
"1398","shazoo.eu",1,1,114,1,0,0,0,1,1,0,0
"1399","shockmedia.nl",3,3,415,1,0,0,0,1,0,0,0
"1400","shtepiaime.com",2,2,414,1,0,0,0,1,1,0,0
"1401","signaleyes.nl",1,1,191,1,0,0,0,1,1,0,0
"1402","signet.nl",290,305,48267,0.95968259887708,0,0,0,0,0,0,0
"1403","simac.nl",1,1,198,1,1,0,0,0,0,0,1
"1404","simbo.nl",1,1,128,1,0.890625,0.109375,0,0,0,0,1
"1405","simplendi.net",1,1,11,1,0,0,0,0,0,1,0
"1406","simplexxion.nl",1,1,199,1,0,1,0,0,0,0,1
"1407","sinarohost.com",1,1,3,1,1,0,0,1,0,0,0
"1408","sinkeler.net",1,1,63,1,1,0,0,1,0,0,0
"1409","sissden.eu",3,4,324,1,1,0,0,0,0,0,1
"1410","sitbv.nl",1,1,163,1,1,0,0,1,0,0,0
"1411","sitewise.nl",1,1,150,1,0.993333333333333,0,0,1,0,0,0
"1412","sits.pro",1,1,79,1,1,0,0,1,0,0,0
"1413","sixhop.net",1,1,204,1,0.965686274509804,0,0,0,0,0.0343137254901961,0.965686274509804
"1414","siyaharge.com",1,1,216,1,0,0,0,0,0,1,0
"1415","skb-enterprise.com",1,3,284,0.475352112676056,0,0,0,0,0,1,0
"1416","skdedicated.com",1,2,236,0.864406779661017,0.98728813559322,0,0,0,0,0.0127118644067797,0.98728813559322
"1417","skoften.net",1,1,202,1,1,0,1,0,0,0,1
"1418","skwshop.nl",1,1,204,1,0,0,0,1,1,0,0
"1419","skyaccess.nl",1,1,16,1,1,0,0,0,0,0,1
"1420","skyberate.nl",1,4,753,0.298804780876494,0.277556440903054,0,0,0.277556440903054,0,0.722443559096946,0
"1421","skyhost.systems",1,1,201,1,0,1,0,1,0,0,0
"1422","sl-reverse.com",34,34,2543,1,0,0,0,0,0,0,0
"1423","slaatswaalwijk.nl",1,1,16,1,0.5,0.5,0,0,0,0,1
"1424","slagharen.com",1,1,201,1,1,0,0,0,0,0,1
"1425","slaraak.nl",3,3,283,1,0.561837455830389,0.438162544169611,0,0,0,0,1
"1426","sleeswijkvisser.nl",1,1,94,1,0,0,1,0,0,0,1
"1427","sleevetechnology.com",1,1,205,1,1,0,0,1,0,0,0
"1428","sleso.nl",1,1,204,1,0.897058823529412,0.102941176470588,0,0,0,0,1
"1429","slib.fr",1,1,34,1,1,0,0,0,0,0,1
"1430","slvsale.com",1,1,205,1,0,0,0,1,1,0,0
"1431","smallhold.nl",1,1,126,1,0,0,0,0,0,1,0
"1432","smart-sign.nl",1,1,121,1,0.983471074380165,0.0165289256198347,0,0,0,0,1
"1433","smartdc.net",1,1,206,1,0.601941747572815,0,0,0,0,0.398058252427184,0.601941747572815
"1434","smdbwoudenberg.nl",1,1,209,1,0.990430622009569,0.00956937799043062,0,0,0,0,1
"1435","smm-online.ru",1,1,33,1,0,0,0,1,1,0,0
"1436","sms-manager.ru",1,1,204,1,0,0,0,1,1,0,0
"1437","snel.com",4,10,1761,0.437819420783646,0,0,0,0,0,0,0
"1438","socjmj.org",1,1,203,1,0.83743842364532,0.16256157635468,0,0,0,0,1
"1439","soft-solutions.nl",1,1,23,1,1,0,0,0,0,0,1
"1440","softboom.eu",1,1,158,1,1,0,0,1,0,0,0
"1441","softsvc00.info",1,1,1,1,0,0,0,0,0,1,0
"1442","solcon.nl",970,975,153053,0.994838389316119,0,0,0,0,0,0,0
"1443","solidbe.nl",4,4,819,1,0,1,0,0,0,0,1
"1444","solidcloud.eu",1,1,138,1,0,0,0,1,1,0,0
"1445","soliddrive.co",1,1,21,1,1,0,0,1,0,0,0
"1446","solidnature.com",1,1,79,1,1,0,0,0,0,0,1
"1447","soliton.nl",1,1,63,1,1,0,0.0317460317460317,0,0,0,1
"1448","sollie-dsl.nl",31,31,4761,1,0,0,0,0,0,0,1
"1449","sollie.nl",2,2,10,1,1,0,0,0,0,0,0
"1450","solnederland.nl",1,1,205,1,0,0,0,0,0,1,0
"1451","solutions-center.nl",1,1,189,1,0,0,1,0,0,0,1
"1452","solvento.nl",1,1,201,1,0,0,0,0,0,1,0
"1453","solvesmash.com",5,5,20,1,0.95,0,0,1,0,0,0
"1454","sonabusiness.com",1,1,11,1,1,0,0,1,0,0,0
"1455","sorcer.nl",1,4,491,0.413441955193483,0,0.264765784114053,0,0,0,0.735234215885947,0.264765784114053
"1456","sosmedpedia.com",1,1,24,1,0.666666666666667,0,0,1,0,0,0
"1457","spaargarenaccountants.nl",1,1,67,1,0.761194029850746,0.238805970149254,0,0,0,0,1
"1458","spamtraps.org",1,1,1,1,0,0,0,0,0,1,0
"1459","spango.com",1,7,1088,0.204044117647059,0.307904411764706,0.0689338235294118,0,0.375919117647059,0,0.247242647058824,0.376838235294118
"1460","sparkling-it.com",1,3,142,0.788732394366197,0.950704225352113,0.0492957746478873,0,0.76056338028169,0,0,0.23943661971831
"1461","spectraip.net",1,10,1038,0.214836223506744,0.0163776493256262,0,0,0,0,0.983622350674374,0.0163776493256262
"1462","spectrumeurope.nl",2,2,352,1,1,0,0,0,0,0,1
"1463","speedxs.nl",77,77,4562,1,0,0,0,0,0,0,0
"1464","spelerwijs-hoogeveen.nl",1,1,56,1,0.946428571428571,0.0535714285714286,0,0,0,0,1
"1465","spotstreaming.nl",1,1,208,1,1,0,1,1,0,0,0
"1466","spruit.nl",1,1,190,1,0,0,0,0,0,1,0
"1467","squarelemon.com",1,1,206,1,0,0,0,1,1,0,0
"1468","squish.net",1,1,76,1,1,0,0,0,0,0,1
"1469","sshnet.nl",1,1,192,1,1,0,0,1,0,0,0
"1470","sshunet.nl",1,1,66,1,0.727272727272727,0.272727272727273,0,0,0,0,1
"1471","stablehost.com",9,59,185,0.189189189189189,0,0,0.751351351351351,1,0,0,0
"1472","stackip.net",2,11,1267,0.303078137332281,0.791633780584057,0,0,0,0,0.207576953433307,0.792423046566693
"1473","stannet.nl",2,2,305,1,0,0,0,0,0,0,0
"1474","steegman.nl",1,1,120,1,0.908333333333333,0.0916666666666667,0,0,0,0,1
"1475","stije.net",1,1,215,1,0,0,0,1,1,0,0
"1476","stinafo.nl",1,1,201,1,1,0,0,0,0,0,1
"1477","stipte.nl",3,3,375,1,1,0,0,0,0,0,0
"1478","stl-webs.com",2,2,247,1,1,0,0,0,0,0,1
"1479","stoverink.nl",1,1,1,1,1,0,0,0,0,0,1
"1480","strabo.nl",1,1,184,1,0.896739130434783,0.103260869565217,0,0,0,0,1
"1481","strootman.com",1,1,193,1,0.865284974093264,0.134715025906736,0,0,0,0,1
"1482","studentbostad-uppsala.se",1,1,208,1,0,0,0,1,0,0,0
"1483","studioblique.nl",1,1,207,1,0.946859903381642,0.0531400966183575,0,0,0,0,1
"1484","studioroom.nl",1,1,123,1,0.83739837398374,0.16260162601626,0,0,0,0,1
"1485","suncircle.nl",1,1,2,1,1,0,0,1,0,0,0
"1486","sundowner.nl",1,1,196,1,0.903061224489796,0.0969387755102041,0,0,0,0,1
"1487","support2u.nl",1,1,1,1,1,0,0,1,0,0,0
"1488","surf.net",3,4,590,0.711864406779661,0,0,0,0,0,0,1
"1489","surfnet-cidr-block-98-145.invalid",1,1,188,1,0,1,0,0,0,0,1
"1490","surfnet-cidr-block-v.invalid",1,20,435,0.489655172413793,1,0,0,0,0,0,1
"1491","surfnet.nl",1,2,107,0.766355140186916,1,0,0,1,0,0,0
"1492","surfsara.nl",1,1,8,1,0,0,0,0,0,1,0
"1493","suurmeijer-assen.nl",1,1,9,1,0,1,0,0,0,0,1
"1494","suzukikeesbalvert.nl",1,1,108,1,0.805555555555556,0.194444444444444,0,0,0,0,1
"1495","svenfoo.org",1,1,207,1,0,0,0,1,1,0,0
"1496","svsadvocates.com",1,1,52,1,0.865384615384615,0.134615384615385,0,0,0,0,1
"1497","swadon.tech",1,1,3,1,1,0,0,1,0,0,0
"1498","swcl001.lsw",1,1,205,1,0,0,0,0,0,1,0
"1499","swiftway.net",20,20,2802,1,0,0,0,0,0,0,0
"1500","swjde.top",1,1,9,1,1,0,1,1,0,0,0
"1501","synchronecs.com",1,1,81,1,0.0864197530864197,0,0,1,0,0,0
"1502","synchronlab.com",1,1,200,1,0.9,0.1,0,0,0,0,1
"1503","synques.nl",1,1,45,1,1,0,0,0,0,0,1
"1504","sypocode.net",1,2,65,0.769230769230769,1,0,0,0,0,0,1
"1505","syserv.nl",1,1,192,1,1,0,0,0,0,0,1
"1506","systechmedia.net",1,1,186,1,1,0,0,0,0,0,1
"1507","systemec.nl",163,165,26303,0.992624415465916,0,0,0,0,0,0,0
"1508","systemongrid.com",6,6,323,1,0,0,0,0,0,0,0
"1509","sytes.net",1,2,32,0.53125,1,0,0,1,0,0,0
"1510","szarvas.camp",1,1,105,1,0,0,0,1,1,0,0
"1511","t4is.nl",1,1,151,1,0,0,0,0,0,1,0
"1512","taf.nl",1,1,86,1,1,0,0,0,0,0,1
"1513","tandartskijl.nl",1,1,207,1,0.927536231884058,0.072463768115942,0,0,0,0,1
"1514","tangos.nl",26,26,2706,1,0,0,0,0,0,0,0
"1515","tanhost.com",10,10,2054,1,1,0,0,0,0,0,1
"1516","tcataxi.nl",1,2,122,0.540983606557377,1,0,0,0,0,0,1
"1517","teambasecrm.com",1,1,6,1,0,0,1,1,0,0,0
"1518","techconnect.nl",1,1,151,1,0,0,0,0,0,1,0
"1519","technoberg.net",1,1,170,1,1,0,0,0,0,0,1
"1520","technohal.nl",1,1,126,1,1,0,0,0,0,0,1
"1521","techsgo.net",1,1,7,1,1,0,0,1,0,0,0
"1522","tehdata2.com",1,1,13,1,1,0,0,1,0,0,0
"1523","tele-job.nl",1,1,158,1,0.924050632911392,0.0759493670886076,0,0,0,0,1
"1524","tele2.net",12,12,1763,1,0,1,0,0,0,0,1
"1525","teleadsl.nl",1,1,154,1,0.915584415584416,0.0844155844155844,0,0,0,0,1
"1526","telecityredbus.nl",2,2,407,1,1,0,0,0,0,0,1
"1527","telemagic.nl",1,1,35,1,1,0,0,0,0,0,1
"1528","teleplaza.nl",3,3,197,1,0.939086294416244,0.0609137055837563,0,0,0,0,1
